Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
61,Just Dance 3,5,2011.0,12,1,6.05,3.15,0.0,1.07,0.3419999999999999
62,Call of Duty: Ghosts,12,2013.0,6,1,6.72,2.63,0.04,0.82,0.3403333333333334
63,Halo: Reach,12,2010.0,6,1,7.03,1.98,0.08,0.78,0.3293333333333333
64,Mario Kart 64,3,1996.0,3,1,5.55,1.94,2.23,0.15,0.3289999999999999
65,New Super Mario Bros. 2,10,2012.0,2,1,3.66,3.07,2.47,0.63,0.3273333333333333
66,Halo 4,12,2012.0,6,1,6.63,2.36,0.04,0.73,0.3253333333333333
67,Final Fantasy VII,14,1997.0,4,1,3.01,2.47,3.28,0.96,0.324
68,Call of Duty: Ghosts,16,2013.0,6,1,4.09,3.73,0.38,1.38,0.3196666666666666
69,Just Dance 2,5,2010.0,12,1,5.84,2.89,0.01,0.78,0.3173333333333333
70,Gran Turismo 2,14,1999.0,3,1,3.88,3.42,1.69,0.5,0.3163333333333333
71,Call of Duty 4: Modern Warfare,12,2007.0,6,1,5.91,2.38,0.13,0.9,0.3106666666666667
72,Donkey Kong Country,2,1994.0,2,1,4.36,1.71,3.0,0.23,0.31
73,Minecraft,12,2013.0,12,1,5.58,2.83,0.02,0.77,0.3066666666666666
74,Animal Crossing: New Leaf,10,2012.0,7,1,2.01,2.32,4.36,0.41,0.303
75,Mario Party DS,9,2007.0,12,1,4.46,1.88,1.98,0.7,0.3006666666666666
76,The Elder Scrolls V: Skyrim,12,2011.0,4,1,5.03,2.86,0.1,0.85,0.2946666666666667
77,Super Mario Kart,2,1992.0,3,1,3.54,1.24,3.81,0.18,0.292
78,FIFA 16,17,2015.0,1,1,1.11,6.06,0.06,1.26,0.283
79,Wii Party,5,2010.0,12,1,1.79,3.53,2.49,0.68,0.283
80,Halo 2,11,2004.0,6,1,6.82,1.53,0.05,0.08,0.283
81,Mario Party 8,5,2007.0,12,1,3.81,2.3,1.58,0.73,0.2806666666666667
82,Pokemon Black 2/Pokemon White 2,9,2012.0,4,1,2.91,1.86,3.14,0.43,0.2776666666666667
83,FIFA Soccer 13,16,2012.0,8,1,1.06,5.05,0.13,2.01,0.2746666666666666
84,The Sims 3,20,2009.0,7,1,0.98,6.42,0.0,0.71,0.2703333333333333
85,GoldenEye 007,3,1997.0,6,1,5.8,2.01,0.13,0.15,0.2696666666666666
86,Mario & Sonic at the Olympic Games,5,2007.0,1,1,2.58,3.9,0.66,0.91,0.2686666666666666
87,Final Fantasy X,15,2001.0,4,1,2.91,2.07,2.73,0.33,0.2683333333333333
89,Pokémon Platinum Version,9,2008.0,4,1,2.82,1.78,2.69,0.55,0.2613333333333333
91,Grand Theft Auto: Liberty City Stories,18,2005.0,8,1,2.9,2.83,0.24,1.75,0.2573333333333333
92,Super Mario Galaxy 2,5,2010.0,2,1,3.66,2.42,0.98,0.64,0.2563333333333333
93,Star Wars Battlefront (2015),17,2015.0,6,1,2.93,3.29,0.22,1.23,0.2556666666666666
94,Call of Duty: Advanced Warfare,17,2014.0,6,1,2.8,3.3,0.14,1.37,0.2533333333333333
95,The Legend of Zelda: Ocarina of Time,3,1998.0,8,1,4.1,1.89,1.45,0.16,0.2533333333333333
96,Crash Bandicoot 2: Cortex Strikes Back,14,1997.0,2,1,3.78,2.17,1.31,0.31,0.2526666666666666
97,Super Mario Bros. 2,1,1988.0,2,1,5.39,1.18,0.7,0.19,0.2486666666666666
98,Super Smash Bros. for Wii U and 3DS,10,2014.0,9,1,3.24,1.35,2.42,0.43,0.2483333333333333
99,Call of Duty: World at War,12,2008.0,6,1,4.79,1.9,0.0,0.69,0.2456666666666666
100,Battlefield 3,12,2011.0,6,1,4.46,2.13,0.06,0.69,0.2446666666666666
101,The Legend of Zelda: Twilight Princess,5,2006.0,8,1,3.83,2.19,0.6,0.7,0.2436666666666666
102,Call of Duty: Black Ops 3,13,2015.0,6,1,4.52,2.09,0.01,0.67,0.2433333333333333
103,Just Dance,5,2009.0,12,1,3.51,3.03,0.0,0.73,0.2423333333333333
104,Battlefield 3,16,2011.0,6,1,2.85,2.93,0.35,1.1,0.241
105,Need for Speed Underground,15,2003.0,3,1,3.27,2.83,0.08,1.02,0.24
106,Tekken 3,14,1998.0,9,1,3.27,2.22,1.4,0.29,0.2386666666666666
107,Crash Bandicoot 3: Warped,14,1998.0,2,1,3.68,1.75,1.42,0.28,0.2376666666666666
108,Super Smash Bros. Melee,4,2001.0,9,1,4.41,1.04,1.39,0.22,0.2356666666666666
109,Mario Kart 8,6,2014.0,3,1,3.13,2.07,1.27,0.49,0.232
110,Fallout 4,17,2015.0,4,1,2.47,3.15,0.24,1.1,0.232
111,Mario Kart: Double Dash!!,4,2003.0,3,1,4.12,1.77,0.87,0.19,0.2316666666666666
112,Just Dance 4,5,2012.0,12,1,4.14,2.21,0.0,0.56,0.2303333333333333
113,FIFA 14,16,2013.0,1,1,0.78,4.32,0.07,1.73,0.23
114,Need for Speed Underground 2,15,2004.0,3,1,2.71,3.02,0.08,1.09,0.23
115,Medal of Honor: Frontline,15,2002.0,6,1,2.93,2.75,0.17,0.99,0.2276666666666666
116,Uncharted 3: Drake's Deception,16,2011.0,8,1,2.77,2.8,0.19,1.06,0.2276666666666666
117,Crash Bandicoot,14,1996.0,2,1,3.23,2.35,0.94,0.3,0.2273333333333333
119,Gears of War 2,12,2008.0,6,1,4.15,1.92,0.06,0.64,0.2253333333333333
120,Uncharted 2: Among Thieves,16,2009.0,8,1,3.27,2.25,0.21,1.0,0.2243333333333333
121,Call of Duty 4: Modern Warfare,16,2007.0,6,1,3.1,2.3,0.28,1.04,0.224
122,FIFA 12,16,2011.0,1,1,0.84,4.32,0.11,1.42,0.223
123,Big Brain Academy,9,2005.0,12,1,1.67,2.78,1.6,0.62,0.2223333333333333
124,Red Dead Redemption,16,2010.0,8,1,2.79,2.61,0.17,1.03,0.22
125,FIFA 15,17,2014.0,1,1,0.79,4.29,0.05,1.47,0.2196666666666666
126,Donkey Kong Country Returns,5,2010.0,2,1,3.25,1.84,1.03,0.47,0.2196666666666666
127,The Elder Scrolls V: Skyrim,16,2011.0,4,1,2.55,2.71,0.25,1.05,0.2186666666666666
128,The Legend of Zelda,1,1986.0,8,1,3.74,0.93,1.69,0.14,0.217
129,Assassin's Creed III,16,2012.0,8,1,2.64,2.56,0.16,1.14,0.2166666666666666
130,Halo: Combat Evolved,11,2001.0,6,1,4.98,1.3,0.08,0.07,0.2143333333333333
131,Pokémon Emerald Version,8,2004.0,4,1,2.57,1.58,2.06,0.21,0.2136666666666666
132,Kingdom Hearts,15,2002.0,4,1,3.64,1.2,1.49,0.07,0.2133333333333333
133,Pokémon Crystal Version,7,2000.0,4,1,2.55,1.56,1.29,0.99,0.213
134,Halo 3: ODST,12,2009.0,6,1,4.34,1.35,0.06,0.61,0.212
135,Red Dead Redemption,12,2010.0,8,1,3.7,1.97,0.09,0.57,0.2113333333333333
136,Super Mario Sunshine,4,2002.0,2,1,4.01,1.26,0.87,0.17,0.2103333333333333
137,Street Fighter II: The World Warrior,2,1992.0,9,1,2.47,0.83,2.87,0.12,0.21
138,World of Warcraft,20,2004.0,4,1,0.07,6.21,0.0,0.0,0.2093333333333333
140,Kinect Sports,12,2010.0,1,1,3.92,1.78,0.03,0.51,0.208
141,Gears of War 3,12,2011.0,6,1,4.05,1.62,0.07,0.49,0.208
142,Gears of War,12,2006.0,6,1,3.54,1.9,0.07,0.6,0.2036666666666667
143,Metal Gear Solid 2: Sons of Liberty,15,2001.0,8,1,2.45,2.01,0.87,0.72,0.2016666666666666
144,Sonic the Hedgehog 2,23,1992.0,2,1,4.47,1.2,0.16,0.19,0.201
145,Metal Gear Solid 4: Guns of the Patriots,16,2008.0,8,1,2.63,1.74,0.83,0.83,0.201
146,Metal Gear Solid,14,1998.0,8,1,3.18,1.83,0.78,0.24,0.201
147,The Last of Us,16,2013.0,8,1,2.41,2.28,0.28,1.01,0.1996666666666667
149,LittleBigPlanet,16,2008.0,2,1,2.8,2.05,0.17,0.9,0.1973333333333333
150,Dragon Quest IX: Sentinels of the Starry Skies,9,2009.0,4,1,0.66,0.69,4.35,0.15,0.1946666666666666
153,Tekken 2,14,1996.0,9,1,2.26,1.89,1.36,0.23,0.1913333333333333
155,Destiny,17,2014.0,6,1,2.49,2.05,0.16,0.96,0.1883333333333333
156,Tetris,1,1988.0,5,1,2.97,0.69,1.81,0.11,0.186
157,Assassin's Creed II,16,2009.0,8,1,2.54,1.95,0.21,0.87,0.1856666666666666
158,Super Smash Bros.,3,1999.0,9,1,2.95,0.6,1.97,0.04,0.185
159,Assassin's Creed,12,2007.0,10,1,3.28,1.65,0.07,0.55,0.185
160,Batman: Arkham City,16,2011.0,8,1,2.7,1.91,0.11,0.8,0.1843333333333333
161,Forza Motorsport 3,12,2009.0,3,1,2.99,1.92,0.1,0.51,0.1836666666666666
162,Monster Hunter Freedom Unite,18,2008.0,4,1,0.47,0.57,4.13,0.34,0.1833333333333333
163,Super Mario Advance,8,2001.0,2,1,3.14,1.24,0.91,0.2,0.183
164,Mario Kart: Super Circuit,8,2001.0,3,1,2.62,1.64,0.99,0.23,0.1823333333333333
165,Super Mario World,8,2001.0,2,1,3.21,1.11,0.95,0.2,0.182
166,Pokemon Stadium,3,1999.0,11,1,3.18,1.24,0.94,0.09,0.1816666666666666
167,Call of Duty: World at War,16,2008.0,6,1,2.72,1.87,0.0,0.84,0.181
169,Minecraft,16,2014.0,12,1,1.97,2.51,0.0,0.94,0.1806666666666666
171,Dr. Mario,7,1989.0,5,1,2.18,0.96,2.0,0.2,0.178
172,Pokemon Pinball,7,1999.0,12,1,3.02,1.12,1.01,0.16,0.177
173,Assassin's Creed III,12,2012.0,8,1,3.13,1.71,0.03,0.44,0.1766666666666666
175,Final Fantasy X-2,15,2003.0,4,1,1.92,1.08,2.11,0.17,0.1763333333333333
176,Donkey Kong 64,3,1999.0,2,1,3.33,0.79,1.09,0.06,0.1756666666666666
177,Assassin's Creed II,12,2009.0,8,1,3.1,1.56,0.08,0.51,0.1756666666666666
178,Professor Layton and the Curious Village,9,2007.0,5,1,1.22,2.48,1.03,0.52,0.1753333333333333
182,Diablo III,20,2012.0,4,1,2.43,2.15,0.0,0.62,0.1733333333333333
183,Super Mario Bros. 3,8,2003.0,2,1,2.93,1.25,0.83,0.2,0.1733333333333333
184,New Super Mario Bros. U,6,2012.0,2,1,2.32,1.3,1.27,0.31,0.173
185,Super Mario Land 3: Wario Land,7,1994.0,2,1,2.49,0.98,1.57,0.15,0.173
186,FIFA Soccer 13,12,2012.0,8,1,1.08,3.48,0.03,0.58,0.1726666666666666
187,The Legend of Zelda: Phantom Hourglass,9,2007.0,8,1,1.9,1.83,0.95,0.49,0.1723333333333333
188,Donkey Kong Country 2: Diddy's Kong Quest,2,1995.0,2,1,2.1,0.74,2.2,0.11,0.1716666666666667
189,Tomodachi Life,10,2013.0,7,1,0.96,2.02,1.89,0.28,0.1716666666666667
190,Mario & Sonic at the Olympic Games,9,2008.0,1,1,1.64,2.48,0.44,0.58,0.1713333333333333
191,Medal of Honor: Rising Sun,15,2003.0,6,1,1.98,2.23,0.13,0.8,0.1709999999999999
192,Kirby's Dream Land,7,1992.0,2,1,2.71,0.61,1.7,0.11,0.1709999999999999
193,Fable III,12,2010.0,4,1,3.59,1.11,0.05,0.38,0.1709999999999999
194,Call of Duty: Advanced Warfare,13,2014.0,6,1,3.21,1.53,0.01,0.38,0.1709999999999999
195,Microsoft Flight Simulator,20,1996.0,7,1,3.22,1.69,0.0,0.2,0.1706666666666666
197,Resident Evil 5,16,2009.0,8,1,1.96,1.43,1.08,0.65,0.1703333333333333
198,Grand Theft Auto V,13,2014.0,8,1,2.66,2.01,0.0,0.41,0.1693333333333333
199,Grand Theft Auto: Vice City Stories,18,2006.0,8,1,1.7,2.02,0.16,1.21,0.1693333333333333
200,FIFA Soccer 11,16,2010.0,1,1,0.6,3.29,0.06,1.13,0.1693333333333333
201,Super Mario Bros.,7,1999.0,2,1,3.4,1.3,0.15,0.22,0.169
203,Tony Hawk's Pro Skater,14,1999.0,1,1,3.42,1.38,0.02,0.2,0.1673333333333333
204,Super Smash Bros. for Wii U and 3DS,6,2014.0,9,1,2.59,1.06,0.8,0.57,0.1673333333333333
206,Spyro the Dragon,14,1998.0,2,1,3.36,1.36,0.07,0.21,0.1666666666666666
207,Link's Crossbow Training,5,2007.0,6,1,3.06,1.18,0.29,0.46,0.1666666666666666
208,Guitar Hero III: Legends of Rock,15,2007.0,12,1,3.49,0.01,0.01,1.48,0.166
209,Fallout 3,12,2008.0,4,1,3.39,1.03,0.09,0.44,0.1653333333333333
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,9,2007.0,4,1,1.85,1.2,1.54,0.37,0.1653333333333333
211,Uncharted: Drake's Fortune,16,2007.0,8,1,2.31,1.73,0.12,0.78,0.1646666666666666
212,Madden NFL 06,15,2005.0,1,1,3.98,0.26,0.01,0.66,0.1636666666666666
214,Diddy Kong Racing,3,1997.0,3,1,2.91,0.99,0.89,0.1,0.1626666666666666
215,Monster Hunter Freedom 3,18,2010.0,4,1,0.0,0.0,4.87,0.0,0.1623333333333333
216,Dr. Mario,1,1990.0,5,1,2.62,0.6,1.52,0.1,0.1616666666666666
217,God of War III,16,2010.0,8,1,2.74,1.36,0.12,0.63,0.1613333333333333
218,StarCraft II: Wings of Liberty,20,2010.0,11,1,2.56,1.68,0.0,0.59,0.161
219,Assassin's Creed,16,2007.0,10,1,1.91,2.0,0.09,0.83,0.161
220,FIFA 15,16,2014.0,1,1,0.57,3.14,0.04,1.07,0.1606666666666666
221,Crash Team Racing,14,1999.0,3,1,2.57,1.57,0.44,0.21,0.1596666666666666
222,FIFA 17,17,2016.0,1,1,0.28,3.75,0.06,0.69,0.1589999999999999
223,Batman: Arkham City,12,2011.0,8,1,2.99,1.31,0.04,0.41,0.1586666666666666
226,Tony Hawk's Pro Skater 2,14,2000.0,1,1,3.05,1.41,0.02,0.2,0.156
227,Animal Crossing: City Folk,5,2008.0,7,1,1.87,1.12,1.32,0.37,0.156
228,The Lord of the Rings: The Two Towers,15,2002.0,8,1,1.94,1.95,0.08,0.7,0.1556666666666666
229,Forza Motorsport 4,12,2011.0,3,1,2.08,2.04,0.06,0.47,0.1546666666666666
231,Guitar Hero III: Legends of Rock,5,2007.0,12,1,3.06,1.12,0.0,0.44,0.154
232,The Legend of Zelda: A Link to the Past,2,1991.0,8,1,2.42,0.91,1.15,0.13,0.1536666666666666
233,The Legend of Zelda: The Wind Waker,4,2002.0,8,1,2.6,0.99,0.89,0.13,0.1533333333333333
234,Mario & Sonic at the Olympic Winter Games,5,2009.0,1,1,1.89,1.99,0.22,0.48,0.1526666666666666
235,Luigi's Mansion: Dark Moon,10,2013.0,8,1,1.78,1.39,1.1,0.3,0.1526666666666666
236,Splatoon,6,2015.0,6,1,1.55,1.15,1.44,0.43,0.1523333333333333
237,The Last of Us,17,2014.0,8,1,1.78,1.87,0.07,0.82,0.1516666666666666
238,Guitar Hero III: Legends of Rock,12,2007.0,12,1,3.19,0.92,0.01,0.42,0.151
239,Madden NFL 2005,15,2004.0,1,1,4.18,0.26,0.01,0.08,0.151
240,Pitfall!,21,1981.0,2,1,4.21,0.24,0.0,0.05,0.15
241,Madden NFL 07,15,2006.0,1,1,3.63,0.24,0.01,0.61,0.1496666666666666
242,Spider-Man: The Movie,15,2002.0,8,1,2.71,1.51,0.03,0.23,0.1493333333333333
244,Uncharted: The Nathan Drake Collection,17,2015.0,8,1,1.96,1.69,0.08,0.74,0.149
245,Call of Duty: Advanced Warfare,16,2014.0,6,1,1.54,1.94,0.19,0.77,0.1483333333333333
246,God of War,15,2005.0,8,1,2.71,1.29,0.02,0.43,0.1483333333333333
247,Nintendo Land,6,2012.0,12,1,2.55,1.11,0.46,0.33,0.148
248,Michael Jackson: The Experience,5,2010.0,12,1,2.67,1.35,0.01,0.39,0.1473333333333333
249,Tony Hawk's Pro Skater 3,15,2001.0,1,1,2.66,1.29,0.01,0.46,0.147
250,Winning Eleven: Pro Evolution Soccer 2007,15,2006.0,1,1,0.1,2.39,1.05,0.86,0.1463333333333333
251,The Elder Scrolls IV: Oblivion,12,2006.0,4,1,2.82,1.05,0.13,0.4,0.1463333333333333
252,Zelda II: The Adventure of Link,1,1987.0,10,1,2.19,0.5,1.61,0.08,0.146
253,Need for Speed: Most Wanted,15,2005.0,3,1,2.03,1.79,0.08,0.47,0.1456666666666666
254,Resistance: Fall of Man,16,2006.0,6,1,1.73,1.73,0.14,0.75,0.145
255,Sonic the Hedgehog,23,1991.0,2,1,3.03,0.91,0.26,0.13,0.1446666666666666
257,FIFA 14,12,2013.0,1,1,0.92,2.93,0.01,0.46,0.1436666666666666
258,Call of Duty: Advanced Warfare,12,2014.0,6,1,2.75,1.18,0.0,0.37,0.1436666666666666
260,Fable II,12,2008.0,4,1,2.51,1.27,0.11,0.41,0.1436666666666666
261,Halo 5: Guardians,13,2015.0,6,1,2.64,1.2,0.03,0.39,0.142
262,Super Mario 3D World,6,2013.0,2,1,2.11,1.11,0.72,0.3,0.1416666666666666
264,Assassin's Creed: Revelations,16,2011.0,8,1,1.41,2.02,0.1,0.72,0.1413333333333333
265,Namco Museum,8,2001.0,12,1,3.0,1.11,0.05,0.07,0.1413333333333333
266,Metal Gear Solid 3: Snake Eater,15,2004.0,8,1,1.46,0.0,0.83,1.93,0.141
267,Daxter,18,2006.0,2,1,2.45,1.02,0.0,0.75,0.1406666666666666
268,Warcraft II: Tides of Darkness,20,1995.0,11,1,1.7,2.27,0.0,0.23,0.1403333333333333
269,The Legend of Zelda: Ocarina of Time,10,2011.0,8,1,2.03,1.27,0.62,0.3,0.1403333333333333
270,FIFA Soccer 06,15,2005.0,1,1,0.78,2.55,0.04,0.84,0.1403333333333333
271,EyeToy Play,15,2003.0,12,1,0.88,2.3,0.2,0.83,0.14
272,Uncharted 4: A Thief's End,17,2016.0,6,1,1.3,2.07,0.18,0.65,0.14
273,Gran Turismo 5 Prologue,16,2007.0,3,1,1.28,1.83,0.57,0.53,0.14
274,Assassin's Creed: Revelations,12,2011.0,8,1,2.25,1.47,0.04,0.43,0.1396666666666667
275,Street Fighter IV,16,2009.0,9,1,2.02,1.06,0.58,0.53,0.1396666666666667
276,FIFA 12,12,2011.0,1,1,0.84,2.79,0.02,0.53,0.1396666666666667
278,Excitebike,1,1984.0,3,1,2.04,0.48,1.57,0.07,0.1386666666666666
280,Madden NFL 2003,15,2002.0,1,1,3.36,0.21,0.01,0.56,0.1379999999999999
281,Watch Dogs,17,2014.0,8,1,1.4,1.86,0.11,0.77,0.1379999999999999
283,Super Mario World 2: Yoshi's Island,2,1995.0,2,1,1.65,0.61,1.76,0.09,0.1373333333333333
284,FIFA Soccer 07,15,2006.0,1,1,0.71,2.48,0.03,0.89,0.137
285,The Legend of Zelda: Skyward Sword,5,2011.0,8,1,2.14,1.2,0.37,0.4,0.1366666666666666
286,Street Fighter II Turbo,2,1992.0,9,1,1.42,0.51,2.1,0.07,0.1366666666666666
287,Carnival Games,5,2007.0,12,1,2.13,1.5,0.05,0.42,0.1366666666666666
288,Fallout 4,13,2015.0,4,1,2.45,1.26,0.01,0.37,0.1363333333333333
289,World of Warcraft: The Burning Crusade,20,2007.0,4,1,2.57,1.52,0.0,0.0,0.1363333333333333
290,Fallout: New Vegas,12,2010.0,4,1,2.65,1.06,0.04,0.33,0.136
291,God of War II,15,2007.0,8,1,2.32,0.04,0.04,1.67,0.1356666666666666
292,Forza Motorsport 2,12,2007.0,3,1,2.35,1.28,0.03,0.41,0.1353333333333333
293,World Soccer Winning Eleven 9,15,2005.0,1,1,0.12,2.26,0.9,0.77,0.1353333333333333
294,Namco Museum Vol.3,14,1996.0,12,1,2.28,1.55,0.16,0.06,0.1349999999999999
295,Tekken Tag Tournament,15,2000.0,9,1,1.68,1.51,0.51,0.35,0.1349999999999999
296,Far Cry 4,17,2014.0,6,1,1.12,2.12,0.1,0.69,0.1343333333333333
297,Star Fox 64,3,1997.0,6,1,2.78,0.58,0.64,0.04,0.1343333333333333
298,Minecraft,17,2014.0,12,1,1.38,1.87,0.12,0.65,0.1339999999999999
299,Golf,1,1984.0,1,1,1.22,0.28,2.46,0.04,0.1336666666666666
300,Fallout 3,16,2008.0,4,1,2.15,1.2,0.07,0.59,0.1336666666666666
301,Professor Layton and the Diabolical Box,9,2007.0,5,1,0.92,1.78,0.92,0.37,0.1333333333333333
302,Left 4 Dead 2,12,2009.0,6,1,2.67,0.89,0.05,0.37,0.133
303,Namco Museum: 50th Anniversary,15,2005.0,12,1,2.08,1.35,0.0,0.54,0.1326666666666666
304,EA Sports Active,5,2009.0,1,1,2.1,1.36,0.06,0.4,0.1306666666666666
305,Assassin's Creed: Unity,17,2014.0,8,1,1.18,1.96,0.08,0.7,0.1306666666666666
306,Donkey Kong Land,7,1994.0,2,1,1.97,0.76,1.07,0.11,0.1303333333333333
307,Tony Hawk's Underground,15,2003.0,1,1,2.29,1.17,0.01,0.42,0.13
308,Assassin's Creed IV: Black Flag,16,2013.0,8,1,1.33,1.71,0.13,0.73,0.1296666666666666
309,Monster Hunter 4 Ultimate,10,2014.0,4,1,0.67,0.49,2.62,0.11,0.1296666666666666
310,MotorStorm,16,2006.0,3,1,1.53,1.61,0.06,0.67,0.1293333333333333
311,The Elder Scrolls V: Skyrim,20,2011.0,4,1,1.15,2.09,0.0,0.64,0.1293333333333333
312,Tekken 5,15,2005.0,9,1,0.93,1.94,0.31,0.7,0.129
314,Sports Champions,16,2010.0,1,1,2.12,1.14,0.1,0.51,0.129
315,NBA 2K16,17,2015.0,1,1,2.48,0.65,0.03,0.69,0.1283333333333333
316,World Soccer Winning Eleven 8 International,15,2004.0,1,1,0.16,1.89,1.12,0.68,0.1283333333333333
317,Flash Focus: Vision Training in Minutes a Day,9,2007.0,12,1,0.87,1.57,1.05,0.35,0.128
318,Namco Museum Vol.1,14,1995.0,12,1,2.12,1.44,0.22,0.06,0.128
319,The Legend of Zelda: Link's Awakening,7,1992.0,8,1,2.21,0.96,0.54,0.13,0.1276666666666666
320,Mario & Luigi: Bowser's Inside Story,9,2009.0,4,1,2.26,0.48,0.81,0.27,0.1276666666666666
321,Big Brain Academy: Wii Degree,5,2007.0,12,1,1.06,1.93,0.41,0.43,0.1273333333333333
322,Nintendogs + cats,10,2011.0,7,1,1.44,1.37,0.73,0.27,0.127
