Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4239,Disney's Kim Possible 3: Team Possible,8,2005.0,2,2,0.33,0.12,0.0,0.01,0.0153333333333333
10558,Pro Evolution Soccer 2016,13,2015.0,1,1,0.03,0.06,0.0,0.01,0.0033333333333333
9325,Gladius,11,2003.0,11,1,0.1,0.03,0.0,0.0,0.0046666666666666
10838,Angry Birds: Rio,20,2011.0,5,1,0.0,0.07,0.0,0.02,0.003
2429,Forza Horizon 2,12,2014.0,3,1,0.35,0.43,0.0,0.07,0.0283333333333333
5602,NBA Street V3,11,2005.0,1,1,0.28,0.03,0.0,0.01,0.0106666666666666
8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,25,1995.0,9,1,0.0,0.0,0.15,0.0,0.005
2821,MX vs. ATV Reflex,12,2009.0,3,2,0.52,0.15,0.0,0.06,0.0243333333333333
11932,"Horrid Henry: The Good, The Bad and The Bugly",10,2011.0,2,3,0.0,0.06,0.0,0.01,0.0023333333333333
16368,Survivor,5,2010.0,10,3,0.01,0.0,0.0,0.0,0.0003333333333333
9395,Rugby 15,16,2015.0,1,3,0.02,0.09,0.0,0.02,0.0043333333333333
10042,UEFA Euro 2016,16,2016.0,1,1,0.0,0.08,0.02,0.01,0.0036666666666666
2435,NBA 2K8,12,2007.0,1,1,0.79,0.0,0.0,0.07,0.0283333333333333
360,Croc: Legend of the Gobbos,14,1997.0,2,3,1.57,1.79,0.0,0.2,0.1186666666666666
11551,futureU: The Prep Game for SAT,9,2008.0,12,1,0.07,0.0,0.0,0.01,0.0026666666666666
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,8,2005.0,2,2,0.1,0.04,0.0,0.0,0.0046666666666666
10761,Ninja Reflex,9,2008.0,8,1,0.09,0.0,0.0,0.01,0.0033333333333333
6123,Monopoly Streets,12,2010.0,12,1,0.16,0.1,0.0,0.03,0.0093333333333333
1703,NBA 2K17,17,2016.0,1,1,0.83,0.14,0.0,0.22,0.0396666666666666
13587,Max & the Magic Marker,5,2011.0,2,3,0.0,0.04,0.0,0.0,0.0013333333333333
9192,Bottom of the 9th,14,1996.0,1,1,0.08,0.05,0.0,0.01,0.0046666666666666
11519,Kobitodzukan: Kobito no Fushigi - Jikken Set,10,2013.0,12,3,0.0,0.0,0.08,0.0,0.0026666666666666
4096,NFL Street 2,11,2004.0,1,1,0.36,0.11,0.0,0.02,0.016
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,15,2006.0,10,1,0.0,0.0,0.04,0.0,0.0013333333333333
3858,Tomb Raider: Legend,15,2006.0,8,2,0.25,0.19,0.02,0.06,0.0173333333333333
5441,Sengoku Musou 3 Z,16,2011.0,8,3,0.0,0.0,0.33,0.0,0.011
14758,DiRT Rally,20,2016.0,3,3,0.0,0.03,0.0,0.0,0.001
12820,Death Jr. II: Root of Evil,18,2006.0,2,1,0.05,0.0,0.0,0.0,0.002
5785,Midway Arcade Treasures 2,11,2004.0,12,3,0.24,0.05,0.0,0.01,0.0103333333333333
12859,Saki: Zenkoku-hen,19,2015.0,12,3,0.0,0.0,0.05,0.0,0.0016666666666666
14109,Marines: Modern Urban Combat,5,2010.0,6,3,0.03,0.0,0.0,0.0,0.001
10840,Risen 3: Titan Lords,20,2014.0,4,1,0.0,0.08,0.0,0.01,0.003
7796,Super Robot Taisen: Scramble Commander,15,2003.0,11,3,0.0,0.0,0.19,0.0,0.0063333333333333
11893,Game Center CX: Arino no Chousenjou 2,9,2009.0,8,1,0.0,0.0,0.07,0.0,0.0023333333333333
14008,Castlevania: Lords of Shadow - Reverie,16,2011.0,8,1,0.02,0.01,0.0,0.01,0.0013333333333333
10873,Shining Tears,15,2004.0,4,1,0.05,0.04,0.0,0.01,0.003
5451,Beyond Good & Evil,15,2003.0,10,1,0.16,0.13,0.0,0.04,0.011
7325,Crash 'N' Burn,15,2004.0,3,2,0.11,0.08,0.0,0.03,0.007
7831,Kamen Rider: Battride War,16,2013.0,8,1,0.0,0.0,0.19,0.0,0.0063333333333333
15877,Majesty 2: The Fantasy Kingdom Sim,20,2009.0,7,1,0.01,0.0,0.0,0.0,0.0006666666666666
14106,Fast & Furious: Showdown,16,2013.0,8,1,0.0,0.03,0.0,0.0,0.001
1420,Sonic Colors,9,2010.0,2,1,0.74,0.5,0.01,0.13,0.0456666666666666
1692,Pro Evolution Soccer 2008,5,2008.0,1,1,0.09,0.84,0.11,0.15,0.0396666666666666
3084,Shrek: Hassle at the Castle,8,2002.0,8,3,0.47,0.17,0.0,0.01,0.022
3522,Beyond The Beyond,14,1995.0,4,1,0.11,0.08,0.35,0.04,0.019
9252,Far Cry: Primal,20,2016.0,8,1,0.04,0.09,0.0,0.01,0.0046666666666666
6674,UEFA Euro 2008 Austria-Switzerland,18,2008.0,1,1,0.06,0.13,0.0,0.06,0.0083333333333333
10172,Mortal Kombat: Deception,4,2005.0,9,3,0.09,0.02,0.0,0.0,0.0036666666666666
6935,Ar tonelico Qoga: Knell of Ar Ciel,16,2010.0,4,2,0.08,0.01,0.13,0.01,0.008
9366,Ben 10 Galactic Racing,10,2011.0,3,2,0.07,0.06,0.0,0.01,0.0043333333333333
7008,Pinball Hall of Fame: The Gottlieb Collection,18,2005.0,12,3,0.2,0.01,0.0,0.02,0.0076666666666666
8634,Dengeki Bunko Fighting Climax,16,2014.0,9,1,0.05,0.0,0.09,0.01,0.0053333333333333
944,NCAA Football 06,15,2005.0,1,1,1.53,0.05,0.0,0.25,0.0613333333333333
12224,C: The Contra Adventure,14,1998.0,6,1,0.04,0.02,0.0,0.0,0.0023333333333333
7020,NCAA GameBreaker 2003,15,2002.0,1,1,0.11,0.09,0.0,0.03,0.0076666666666666
10893,The Crew: Wild Run,17,2015.0,8,1,0.0,0.08,0.0,0.01,0.003
1623,SpongeBob SquarePants: Battle for Bikini Bottom,8,2003.0,2,2,0.88,0.33,0.0,0.02,0.041
2125,Madden NFL 16,12,2015.0,1,1,0.82,0.05,0.0,0.1,0.0326666666666666
15752,Abunai: Koi no Sousa Shitsu,19,2015.0,8,3,0.0,0.0,0.02,0.0,0.0006666666666666
3689,LEGO The Hobbit,16,2014.0,8,1,0.12,0.32,0.0,0.1,0.018
13079,Shrek Super Party,4,2003.0,12,3,0.04,0.01,0.0,0.0,0.0016666666666666
982,High School Musical: Sing It!,5,2007.0,12,2,1.16,0.45,0.0,0.16,0.059
7477,The Amazing Spider-Man (Console Version),9,2012.0,8,1,0.15,0.04,0.0,0.01,0.007
6781,LEGO Ninjago: Shadow of Ronin,19,2015.0,8,1,0.03,0.16,0.0,0.05,0.008
7505,Beyblade G-Revolution,8,2004.0,8,3,0.15,0.05,0.0,0.0,0.0066666666666666
4196,Commando,21,1987.0,8,1,0.44,0.02,0.0,0.0,0.0156666666666666
10886,Fishing Master World Tour,5,2009.0,1,3,0.09,0.0,0.0,0.01,0.003
16054,Battle Worlds: Kronos,20,2016.0,11,3,0.0,0.01,0.0,0.0,0.0003333333333333
10066,Ring of Red,15,2000.0,11,1,0.06,0.04,0.0,0.01,0.0036666666666666
2729,Final Fantasy Legend III,7,1991.0,4,3,0.0,0.0,0.76,0.0,0.0253333333333333
10944,Dragon Tales: Dragon Seek,14,2000.0,2,1,0.05,0.03,0.0,0.01,0.003
191,Medal of Honor: Rising Sun,15,2003.0,6,1,1.98,2.23,0.13,0.8,0.1709999999999999
6728,Dynasty Warriors 6,15,2008.0,8,2,0.12,0.09,0.0,0.03,0.0083333333333333
2747,Red Faction: Guerrilla,16,2009.0,6,2,0.33,0.28,0.02,0.12,0.025
7586,Imagine: Babyz Fashion,9,2009.0,7,1,0.19,0.0,0.0,0.01,0.0066666666666666
15412,Deus Ex: Mankind Divided,20,2016.0,4,2,0.0,0.02,0.0,0.0,0.0006666666666666
6710,Bolt,12,2008.0,10,2,0.18,0.05,0.0,0.02,0.0083333333333333
2866,Top Spin 4,16,2011.0,1,1,0.17,0.4,0.0,0.14,0.0236666666666666
707,Paper Mario: Sticker Star,10,2012.0,4,1,1.12,0.39,0.64,0.12,0.0756666666666666
14817,Madden NFL 07,8,2006.0,1,1,0.02,0.01,0.0,0.0,0.001
13324,Pet Vet: Down Under,9,2009.0,7,1,0.04,0.0,0.0,0.0,0.0016666666666666
8899,Armored Core: For Answer,12,2008.0,7,1,0.06,0.01,0.07,0.01,0.005
5015,NHL 15,16,2014.0,1,1,0.21,0.11,0.0,0.06,0.0126666666666666
8728,de Blob 2,12,2011.0,2,2,0.1,0.04,0.0,0.01,0.005
3101,Tiger Woods PGA Tour 09,12,2008.0,1,1,0.35,0.23,0.0,0.07,0.0216666666666666
1037,Call of Duty: World at War Final Fronts,15,2008.0,6,1,0.61,0.18,0.0,0.94,0.0573333333333333
14304,Metroid Prime: Federation Force,10,2016.0,8,1,0.02,0.01,0.01,0.0,0.001
4049,Bakugan Battle Brawlers: Defenders of the Core,9,2010.0,8,1,0.42,0.02,0.02,0.03,0.0163333333333333
12266,The LEGO Movie Videogame,20,2014.0,8,1,0.02,0.04,0.0,0.01,0.002
9456,Eternal Poison (JP sales),15,2008.0,4,3,0.0,0.0,0.13,0.0,0.0043333333333333
846,TouchMaster,9,2007.0,5,3,0.49,1.27,0.0,0.25,0.0669999999999999
7156,G-Force,16,2009.0,8,2,0.13,0.06,0.0,0.03,0.0073333333333333
15583,Elf Bowling 1 & 2,9,2005.0,1,3,0.02,0.0,0.0,0.0,0.0006666666666666
2421,Madden Football 64,3,1997.0,1,1,0.81,0.04,0.0,0.01,0.0286666666666666
3463,Frozen: Olaf's Quest,10,2013.0,2,2,0.27,0.26,0.0,0.05,0.0193333333333333
14169,Zoo Vet: Endangered Animals,9,2008.0,7,3,0.03,0.0,0.0,0.0,0.001
9342,Suzumiya Haruhi no Tomadoi,15,2008.0,10,3,0.0,0.0,0.13,0.0,0.0043333333333333
16041,Totally Spies! Totally Party,15,2008.0,12,1,0.01,0.01,0.0,0.0,0.0003333333333333
11014,NERF N-Strike: Double Blast Bundle,5,2010.0,6,1,0.09,0.0,0.0,0.0,0.003
5706,MonHun Nikki: Poka Poka Ailu Mura G,18,2011.0,4,1,0.0,0.0,0.31,0.0,0.0103333333333333
6533,Yakuza: Ishin,16,2014.0,8,1,0.0,0.0,0.26,0.0,0.0086666666666666
10798,thinkSMART,9,2010.0,12,3,0.09,0.0,0.0,0.01,0.0033333333333333
11084,The Sims 2: Apartment Life,20,2008.0,7,1,0.0,0.07,0.0,0.02,0.003
8317,The Rise of the Argonauts,12,2008.0,4,3,0.03,0.12,0.0,0.01,0.0056666666666666
928,The Legend of Dragoon,14,1999.0,4,1,0.94,0.44,0.39,0.1,0.062
7818,Tales of the World: Narikiri Dungeon 2,8,2002.0,4,1,0.0,0.0,0.19,0.0,0.0063333333333333
747,Hitman: Absolution,16,2012.0,8,2,0.59,1.07,0.07,0.45,0.073
2084,Phoenix Wright: Ace Attorney,9,2005.0,10,1,0.49,0.07,0.39,0.05,0.033
16531,Kiniro no Corda 3,10,2015.0,10,2,0.0,0.0,0.01,0.0,0.0003333333333333
1695,Scarface: The World is Yours,15,2006.0,8,3,0.99,0.04,0.0,0.16,0.0396666666666666
13408,Wolfenstein,20,2009.0,6,1,0.01,0.03,0.0,0.01,0.0016666666666666
9810,Macross Triangle Frontier,18,2011.0,8,1,0.0,0.0,0.12,0.0,0.004
16001,One Piece: Daikaizoku Coliseum,10,2016.0,9,1,0.0,0.0,0.01,0.0,0.0003333333333333
15955,Narcissus: Moshimo Ashita ga Runara,18,2010.0,10,3,0.0,0.0,0.02,0.0,0.0006666666666666
13826,Syndicate Wars,14,1997.0,11,1,0.02,0.01,0.0,0.0,0.0013333333333333
15766,Divinity: Original Sin,20,2014.0,4,1,0.0,0.02,0.0,0.0,0.0006666666666666
5763,TRON: Evolution,12,2010.0,8,2,0.24,0.05,0.0,0.02,0.0103333333333333
16136,Collar x Malice,19,2016.0,8,3,0.0,0.0,0.01,0.0,0.0003333333333333
5157,Skylanders SWAP Force,17,2013.0,2,1,0.2,0.12,0.0,0.05,0.0123333333333333
1567,Sonic Adventure DX: Director's Cut,4,2003.0,2,1,0.87,0.3,0.06,0.03,0.0423333333333333
9929,Charm Girls Club: My Perfect Prom,9,2009.0,7,1,0.11,0.0,0.0,0.01,0.004
13626,Amagami,19,2014.0,10,3,0.0,0.0,0.04,0.0,0.0013333333333333
7081,Saka-Tsuku DS: Touch and Direct,9,2008.0,1,1,0.0,0.0,0.23,0.0,0.0076666666666666
13714,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,9,2010.0,8,1,0.0,0.0,0.04,0.0,0.0013333333333333
13249,Rugby 2005,11,2005.0,1,1,0.04,0.01,0.0,0.0,0.0016666666666666
4870,SD Gundam G Generation Seed,15,2004.0,11,1,0.0,0.0,0.4,0.0,0.0133333333333333
14731,MySims,20,2008.0,7,1,0.0,0.02,0.0,0.0,0.001
189,Tomodachi Life,10,2013.0,7,1,0.96,2.02,1.89,0.28,0.1716666666666667
2345,Dissidia 012: Duodecim Final Fantasy,18,2011.0,9,2,0.21,0.13,0.46,0.08,0.0296666666666666
9308,Divinity II: The Dragon Knight Saga,12,2010.0,4,1,0.11,0.02,0.0,0.01,0.0046666666666666
9462,Romance of the Three Kingdoms IV: Wall of Fire,14,1995.0,11,2,0.05,0.03,0.04,0.01,0.0043333333333333
595,Ghostbusters: The Video Game (DS Version),12,2009.0,8,1,1.04,1.24,0.03,0.27,0.086
14535,"Princess Natasha: Student, Secret Agent, Princess",9,2006.0,8,3,0.03,0.0,0.0,0.0,0.001
15543,The Crow: City of Angels,14,1997.0,8,3,0.01,0.01,0.0,0.0,0.0006666666666666
13328,Rain (2013),16,2013.0,10,1,0.0,0.0,0.05,0.0,0.0016666666666666
13164,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,18,2010.0,4,2,0.0,0.0,0.05,0.0,0.0016666666666666
13480,Assault Rigs,14,1996.0,8,3,0.02,0.02,0.0,0.0,0.0013333333333333
1645,Chocobo no Fushigi Dungeon,14,1997.0,4,3,0.0,0.0,1.14,0.08,0.0406666666666666
1379,Twisted Metal: Black,15,2001.0,3,1,1.19,0.17,0.0,0.05,0.047
3592,Resident Evil 2,3,1999.0,8,3,0.39,0.09,0.07,0.01,0.0186666666666666
1951,Mercenaries 2: World in Flames,12,2008.0,6,1,0.65,0.3,0.01,0.1,0.0353333333333333
3983,Super Robot Taisen MX,15,2004.0,11,3,0.0,0.0,0.5,0.0,0.0166666666666666
3020,Wolfenstein: The New Order,13,2014.0,6,1,0.33,0.28,0.0,0.06,0.0223333333333333
6955,New Carnival Games,9,2010.0,12,1,0.16,0.05,0.0,0.02,0.0076666666666666
9007,Where the Wild Things Are,9,2009.0,2,1,0.13,0.0,0.0,0.01,0.0046666666666666
12037,Catwoman,4,2004.0,8,1,0.05,0.01,0.0,0.0,0.0023333333333333
6144,F/A-18F Super Hornet,8,2004.0,7,3,0.2,0.08,0.0,0.01,0.0093333333333333
13427,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,9,2006.0,12,1,0.0,0.0,0.05,0.0,0.0016666666666666
9057,Age of Empires: Collector's Edition,20,2000.0,11,1,0.02,0.1,0.0,0.02,0.0046666666666666
6072,Dragon Ball Heroes: Ultimate Mission,10,2013.0,12,1,0.0,0.0,0.29,0.0,0.0096666666666666
16170,Order Up!!,10,2011.0,8,3,0.0,0.01,0.0,0.0,0.0003333333333333
